course_code,course_name,credits,day,start_time,end_time,room,lecturer,exam_date,exam_session
CTH4119,RESEARCH FOR THAI TEACHERS,3,TU,7:30,9:20,SCB 502,ASST.PROF.DR.DENDOW,,
CTH4121,METHODOLOGIES OF TEACHING THAI I,3,F,13:30,15:20,NCB 502,ASST.PROF.DR.SA-NGA; DR.THANACHAPORN,,
CTH4122,METHODOLOGIES OF TEACHING THAI II,3,TH,9:30,11:20,DS 1 à¸Šà¸±à¹‰à¸™6,ASSOC.PROF.DR.KHANCHAI,,
CTL1001,COMPERTER INFORNTION SYSTEM AND,3,TU,11:30,13:20,SCB407 YASA,ASSOC.PROF.DR.APICHA; ASST.PROF.DR.NANTHON; DR.PIYATIDA; DR.TUANGTHONG,24-10-25,A
CTL2001,CURRICULUM AND LEARNING,3,TH,15:30,17:20,NCB 101,ASST.PROF.DR.KITTISAK; ASST.PROF.DR.KANRAWEE; ASST.PROF.DR.SURAWEE,22-10-25,B
CTL2002,THAI LANGUAGE AND CULTURE FOR TEACHERS,3,TU,11:30,13:20,SCB406,ASST.PROF.DR.DENDOW,,
CTL2003,ENGLISH FOR TEACHER PROFESSIONAL,3,TH,11:30,13:20,SCB406,ASSOC.PROF.DR.SURATTANA,,
CTL2004,SCIENCE OF CUURRICULUM DEVELOPMENT,3,M,13:30,15:20,SCB102,ASST.PROF.DR.SURAWEE; ASST.PROF.DR.CHITRAPORN,,
CTL2005,LEARNING AND CLASSROOM MANAGEMENT,3,F,9:30,11:20,SCB 501,DR.TUANGTHONG; DR.PIYATIDA,19-10-25,A
CTL4001,ISSUES AND TRENDS IN CURRICULUM AND,3,M,11:30,13:20,SBB 310,ASST.PROF.DR.SURAWEE; ASST.PROF.DR.SA-NGA,,
CTL4002,LEARNING MANAGEMENT THROUGH THE,3,W,11:30,13:20,NCB 501,ASSOC.PROF.DR.APICHA; ASSOC.PROF.DR.WANIDA C.,,
CTL4005,TEACHING PRACTICUM 1,1,F,8:30,16:30,SECONDARY THITINUN à¸„à¸“à¸°à¸ˆà¸±à¸”à¸ªà¸­à¸šà¹€à¸­à¸‡,ASST.PROF.DR.BONGKOCH; ASST.PROF.SIRIMONGKON; M-F 0830-1630 SECONDARY ASSOC.PROF.DR.APICHA; M-F 0830-1630 SECONDARY ASST.PROF.DR.SA-NGA; DR.THANACHAPORN; M-F 0830-1630 SECONDARY ASSOC.PROF.DR.ANONGNAD; M-F 0830-1630 SECONDARY DR.TANUTCHAPORN; M-F 0830-1630 SECONDARY ASST.PROF.DR.KANRAWEE; ASST.PROF.DR.KITTISAK; DR.PASUDA; DR.ALONGKORN; M-F 0830-1630 SECONDARY ASST.PROF.DR.CHITRAPORN; M-F 0830-1630 SECONDARY ASST.PROF.SAMROUY; M-F 0830-1630 SECONDARY ASST.PROF.THORFUN; M-F 0830-1630 SECONDARY ASST.PROF.DR.SURAWEE,,
CTL4006,TEACHING PRACTICUM 2,1,F,8:30,16:30,SECONDARY ANOCHA à¸„à¸“à¸°à¸ˆà¸±à¸”à¸ªà¸­à¸šà¹€à¸­à¸‡,M-F 0830-1630 SECONDARY ASST.PROF.DR.NANTHON; M-F 0830-1630 SECONDARY ASSOC.PROF.DR.KHANCHAI; M-F 0830-1630 SECONDARY ASSOC.PROF.DR.SURATTANA,,
CTL4006,TEACHING PRACTICUM 2,1,F,8:30,16:30,SECONDARY SAOWALUK,M-F 0830-1630 SECONDARY ASST.PROF.DR.NANTHON; M-F 0830-1630 SECONDARY ASSOC.PROF.DR.KHANCHAI; M-F 0830-1630 SECONDARY ASSOC.PROF.DR.SURATTANA; M-F 0830-1630 SECONDARY ASST.PROF.DR.KANRAWEE; ASST.PROF.DR.KITTISAK; DR.PASUDA; DR.ALONGKORN; M-F 0830-1630 SECONDARY ASST.PROF.DR.CHITRAPORN; DR.TASSARIN; M-F 0830-1630 SECONDARY ASST.PROF.UDOMKIAT; ASST.PROF.NIPON; M-F 0830-1630 SECONDARY ASST.PROF.KITTIMA,,
CTL4006,TEACHING PRACTICUM 2,1,F,8:30,16:30,SECONDARY YASA,M-F 0830-1630 SECONDARY ASST.PROF.DR.NANTHON; M-F 0830-1630 SECONDARY ASSOC.PROF.DR.KHANCHAI; M-F 0830-1630 SECONDARY ASSOC.PROF.DR.SURATTANA; M-F 0830-1630 SECONDARY ASST.PROF.DR.KANRAWEE; ASST.PROF.DR.KITTISAK; DR.PASUDA; DR.ALONGKORN; M-F 0830-1630 SECONDARY ASST.PROF.DR.CHITRAPORN; DR.TASSARIN; M-F 0830-1630 SECONDARY ASST.PROF.UDOMKIAT; ASST.PROF.NIPON; M-F 0830-1630 SECONDARY ASST.PROF.KITTIMA,,
CTL5001,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF à¸„à¸“à¸°à¸ˆà¸±à¸”à¸ªà¸­à¸šà¹€à¸­à¸‡,,,
CTL5001,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5001,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5001,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5001,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5001,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5001,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5001,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5002,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5002,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5002,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5002,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5002,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5002,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5002,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5002,FIELD EXPERIENCE IN THE TEACHING,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5006,TEACHING SEMINAR 1,1,M,15:30,17:20,KLB 301,,,
CTL5006,TEACHING SEMINAR 1,1,M,15:30,17:20,NCB 101,,,
CTL5006,TEACHING SEMINAR 1,1,M,15:30,17:20,SBB 301,,,
CTL5006,TEACHING SEMINAR 1,1,M,15:30,17:20,SBB 302,,,
CTL5006,TEACHING SEMINAR 1,1,M,15:30,17:20,NCB 601,,,
CTL5006,TEACHING SEMINAR 1,1,M,15:30,17:20,NCB 502,,,
CTL5006,TEACHING SEMINAR 1,1,M,15:30,17:20,NCB 501,,,
CTL5006,TEACHING SEMINAR 1,1,M,15:30,17:20,EOB 502,,,
CTL5006,TEACHING SEMINAR 1,1,M,15:30,17:20,SWB 505,,,
CTL5006,TEACHING SEMINAR 1,1,M,15:30,17:20,SWB 506,,,
CTL5007,TEACHING SEMINAR 2,2,M,15:30,17:20,KLB 501,,,
CTL5007,TEACHING SEMINAR 2,2,M,15:30,17:20,SBB 303,,,
CTL5007,TEACHING SEMINAR 2,2,M,15:30,17:20,SBB 304,,,
CTL5007,TEACHING SEMINAR 2,2,M,15:30,17:20,SBB 305,,,
CTL5007,TEACHING SEMINAR 2,2,M,15:30,17:20,SBB 306,,,
CTL5007,TEACHING SEMINAR 2,2,M,15:30,17:20,SBB 307,,,
CTL5007,TEACHING SEMINAR 2,2,M,15:30,17:20,SBB 308,,,
CTL5007,TEACHING SEMINAR 2,2,M,15:30,17:20,SBB 309,,,
CTL5008,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5008,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5008,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5008,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5008,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5008,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5008,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5008,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,,,
CTL5009,SEMINAR IN FIELD EXPERIENCE 1,1,F,8:30,16:30,SECONDARY STAFF,,,
CTL5009,SEMINAR IN FIELD EXPERIENCE 1,1,F,8:30,16:30,SECONDARY STAFF,,,
CTL5009,SEMINAR IN FIELD EXPERIENCE 1,1,F,8:30,16:30,SECONDARY STAFF,,,
CTL5009,SEMINAR IN FIELD EXPERIENCE 1,1,F,8:30,16:30,SECONDARY STAFF,,,
CTL5009,SEMINAR IN FIELD EXPERIENCE 1,1,F,8:30,16:30,SECONDARY STAFF,,,
CTL5009,SEMINAR IN FIELD EXPERIENCE 1,1,F,8:30,16:30,SECONDARY STAFF,,,
CTL5009,SEMINAR IN FIELD EXPERIENCE 1,1,F,8:30,16:30,SECONDARY STAFF,,,
CTL5009,SEMINAR IN FIELD EXPERIENCE 1,1,F,8:30,16:30,SECONDARY STAFF,,,
CTL5010,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5010,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5010,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5010,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5010,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5010,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5010,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5010,FIELD EXPERIENCE IN THE TEACHING PROFESSION SEC. 1,6,F,8:30,16:30,SECONDARY STAFF,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5011,SEMINAR IN FIELD EXPERIENCE 2,1,M,15:30,17:20,KLB 501,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5011,SEMINAR IN FIELD EXPERIENCE 2,1,M,15:30,17:20,SBB 303,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5011,SEMINAR IN FIELD EXPERIENCE 2,1,M,15:30,17:20,SBB 304,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5011,SEMINAR IN FIELD EXPERIENCE 2,1,M,15:30,17:20,SBB 305,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5011,SEMINAR IN FIELD EXPERIENCE 2,1,M,15:30,17:20,SBB 306,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5011,SEMINAR IN FIELD EXPERIENCE 2,1,M,15:30,17:20,SBB 307,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5011,SEMINAR IN FIELD EXPERIENCE 2,1,M,15:30,17:20,SBB 308,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CTL5011,SEMINAR IN FIELD EXPERIENCE 2,1,M,15:30,17:20,SBB 309,à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 61à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
DBC2101,LANGUAGE SKILLS FOR SLOBAL BUSINESS,3,W,9:30,11:20,SBB 201,,29-10-25,A
DBC3101,PRINCIPLES AND PROFESSION OF DIGITAL PUBLIC,3,M,11:30,13:20,SBB 306,,28-10-25,B
DBC3102,PRINCIPLES OF ADVERTISING IN DIGITAL ERA,3,W,9:30,11:20,SBB 307,DR.NALIN,27-10-25,B
DBC3103,CORPORATE COMMUNICATION FOR DIGITAL,3,TU,9:30,11:20,SBB 307,ASST.PROF.KIJJA,22-10-25,A
DBC3104,PRINCIPLES OF ARTS & DESIGN FOR DIGITAL,3,TU,11:30,13:20,SB512,,26-10-25,B
DBC3105,MEDIA FOR DIGITAL BUSINESS COMMUNICATION,3,TH,13:30,15:20,SBB 304,DR.NALIN,18-10-25,B
DBC3106,PRODUCTION TECHNIQUE FOR DIGITAL BUSINESS,3,TU,11:30,13:20,SB513,,24-10-25,A
DBC3108,RESEARCH FOR DIGITAL BUSINESS,3,W,11:30,13:20,SBB 305,,15-10-25,A
DBC3109,ADVERTISING CONTENT AND CREATIVITY,3,W,9:30,11:20,SWB 604,,29-10-25,A
DBC3110,DIGITAL PUBLIC RELATIONS CONTENT AND,3,W,11:30,13:20,SBB 301,ASSOC.PROF.KANOPPAN,19-10-25,B
DBC4114,DIGITAL BUSINESS COMMUNICATION FOR,3,TU,9:30,11:20,SB512,,26-10-25,A
DBC4117,CURRENT ISSUE IN DIGITAL BUSINESS,3,M,9:30,11:20,SBB 306,ASST.PROF.KIJJA,17-10-25,B
DBC4120,PRESENTATION FOR DIGITAL BUSINESS,3,W,13:30,15:20,SBB 301,ASSOC.PROF.KANOPPAN,28-10-25,B
DBC4121,DIGITAL PUBLIC RELATIONS FOR SMALL AND,3,M,9:30,11:20,SWB 506,,20-10-25,A
DBC4123,CORPORATE REPUTATION MANAGEMENT FOR,3,TU,11:30,13:20,SWB 502,ASST.PROF.KIJJA,28-10-25,A
DBC4124,CREATIVE PACKAGING FOR DIGITAL BUSINESS,3,TU,9:30,11:20,SBB 303,,19-10-25,B
DTL2001,,3,TH,11:30,13:20,NCB 208/1,ASST.PROF.DR.THANARAK,28-10-25,A
DTL2201,,3,M,9:30,11:20,NCB 207,ASST.PROF.DR.BUSSAKORN,18-10-25,A
DTL2301,,3,TH,9:30,11:20,NCB 209,,20-10-25,B
DTL2302,,3,TU,9:30,11:20,NCB 207,ASST.PROF.DR.UNCHAREE,28-10-25,B
DTL2303,,3,F,9:30,11:20,NCB 208,ASSOC.PROF.DR.SAYAMON,,
DTL2304,,3,TH,9:30,11:20,NCB 206,ASST.PROF.DR.THANARAK,,
DTL2401,,3,W,11:30,13:20,NCB 208,,26-10-25,B
DTL2402,DESIGN OF GRAPHIC FOR LEARNING MEDIA AND,3,TU,13:30,15:20,NCB 208 TICHAPORN,,16-10-25,A
DTL2403,NEW MEDIA FOR LEARNING,3,W,11:30,13:20,NCB 207,ASST.PROF.DR.UNCHAREE,21-10-25,A
DTL2404,CREATIVE PHOTOGRAPHY,3,W,13:30,15:20,NCB 208,,,
DTL2405,MOTION GRAPHIC,3,TH,9:30,11:20,NCB 208/1,,,
DTL2406,INSTRUCTION PACKAGE DEVELOPMENT,3,TU,13:30,15:20,NCB 207,,,
DTL2407,INSTRUCTION MEDIA TOWARD SELF-SUFFICIENCY,3,M,13:30,15:20,NCB 207,ASST.PROF.JINNIPA; ASST.PROF.DR.THANARAK,,
DTL2801,INNOVATION DESIGN THINKING,3,W,11:30,13:20,NCB 209,,,
DTL2901,COMPUTER FOR LEARNING,3,F,9:30,11:20,NCB 207,ASSOC.PROF.SUPANIT,22-10-25,B
DTL2902,DIGITAL MEDIA APPLICATION FOR LEARNING,3,M,13:30,15:20,NCB 208,ASSOC.PROF.DR.SAYAMON,26-10-25,A
DTL2903,INTERNET OF THINGS,3,W,11:30,13:20,NCB 206,ASST.PROF.DR.THANARAK,,
DTL3301,EXHIBITION AND DISPLAY,3,TU,13:30,15:20,NCB 209,ASST.PROF.DR.UNCHAREE,,
DTL3302,STORYTELLING IN DIGITAL MEDIA,3,TU,11:30,13:20,NCB 209,ASST.PROF.DR.UNCHAREE,,
DTL3303,MEDIA PRESENTATION TACTIC,3,TU,11:30,13:20,NCB 208,ASSOC.PROF.DR.YOTRAVEE,,
DTL3401,COMPUTER GRAPHICS,3,TH,9:30,11:20,NCB 208,ASSOC.PROF.DR.YOTRAVEE,18-10-25,A
DTL3402,VIDEO PRODUCTION,3,TU,9:30,11:20,NCB 209,,17-10-25,B
DTL3403,SOUND TECHNOLOGY,3,F,13:30,15:20,NCB 208,ASSOC.PROF.SUPANIT; ASST.PROF.JINNIPA,25-10-25,B
DTL3404,STUDIO PHOTOGRAPHY,3,W,7:30,9:20,NCB 206,,,
DTL3405,FONT DESIGN AND DIGITAL SYMBOL,3,F,13:30,15:20,NCB 208/1,ASSOC.PROF.DR.YOTRAVEE,,
DTL3406,INFOGRAPHIC,3,W,9:30,11:20,NCB 208/1,,,
DTL3408,ILLUSTRATION FOR MEDIA,3,F,11:30,13:20,NCB 208,ASSOC.PROF.DR.SAYAMON,,
DTL3409,DIGITAL PRINTED MATERIAL PRODUCTION,3,M,9:30,11:20,NCB 209,ASSOC.PROF.DR.YOTRAVEE,,
DTL3410,STREAMING MEDIA,3,TU,13:30,15:20,NCB 206,,,
DTL3411,ANIMATION PRODUCTION,3,TU,9:30,11:20,NCB 208/1 TICHAPORN,,,
DTL3414,MULTIMEDIA PRODUCTION,3,W,13:30,15:20,NCB 209,,,
DTL3415,WEBSITE AND APPLICATION DEVELOPMENT,3,W,9:30,11:20,NCB 208,,,
DTL3416,MICRO-LEARNING,3,F,13:30,15:20,NCB 207,ASSOC.PROF.DR.SAYAMON,,
DTL3501,LEARNING ENVIRONMENT MANAGEMENT,3,TU,11:30,13:20,NCB 207,ASST.PROF.JINNIPA,24-10-25,A
DTL3601,INNOVATION ORGANIZATION ADMINISTRATION,3,M,9:30,11:20,NCB 208,ASSOC.PROF.DR.SAYAMON,27-10-25,A
DTL3602,INNOVATION FOR HUMAN RESOURCE,3,M,11:30,13:20,NCB 207,ASST.PROF.DR.BUSSAKORN; ASST.PROF.DR.THANARAK,25-10-25,A
DTL3603,TECHNOLOGY FOR KNOWLEDGE MANAGEMENT,3,TH,11:30,13:20,NCB 209,,,
DTL3801,CREATIVE THINKING TO CREATE INNOVATOR,3,TH,9:30,11:20,NCB 207,ASST.PROF.DR.BUSSAKORN,,
DTL4301,SEMINAR IN DIGITAL TECHNOLOGY AND LEARNING,3,TH,15:30,17:20,NCB 208,ASSOC.PROF.SUPANIT; ASST.PROF.DR.UNCHAREE,,
DTL4302,TRAINING ON DIGITAL TECHNOLOGY AND,3,TU,11:30,13:20,NCB 206,ASSOC.PROF.DR.SUPOT,,
DTL4303,DIGITAL PORTFOLIO FOR EVALUATION,3,W,9:30,11:20,NCB 209,ASST.PROF.DR.UNCHAREE,,
DTL4401,ART OF MEDIA PRODUCTION,3,TH,11:30,13:20,NCB 208,ASSOC.PROF.DR.SUPOT,,
DTL4402,DIGITAL SOUND AND MUSIC,3,TU,7:30,9:20,NCB 208,ASST.PROF.JINNIPA,,
DTL4501,VIRTUAL REALITY TECHNOLOGY AND,3,TH,11:30,13:20,NCB 207,ASST.PROF.DR.BUSSAKORN,,
DTL4701,RESEARCH ON DIGITAL TECHNOLOGY AND,3,TU,9:30,11:20,NCB 206,ASSOC.PROF.DR.SUPOT,,
DTL4702,PROJECT ON DIGITAL TECHNOLOGY AND,6,TH,13:30,15:20,NCB 207,ASSOC.PROF.DR.SAYAMON; ASST.PROF.DR.THANARAK; ASST.PROF.DR.UNCHAREE,,
DTL4801,INTERNSHIP ON DIGITAL TECHNOLOGY AND,6,TH,13:30,15:20,NCB 208,ASSOC.PROF.DR.YOTRAVEE; ASSOC.PROF.SUPANIT,,
ECO1003,GENERAL ECONOMICS,3,TU,9:30,11:20,SBB 401,ASST.PROF.THANYARAT,27-10-25,A
ECO1101,MICROECONOMICS 1,3,TU,13:50,16:20,KTB 201,ASSOC.PROF.BOONTHAM; ASSOC.PROF.DR.WANNAPHONG,29-10-25,A
ECO1102,MACROECONOMICS 1,3,M,11:30,13:20,VPB 401,ASST.PROF.DR.KWAN; ASST.PROF.JINTANA,19-10-25,A
ECO1121,"(ECO1101,EC111)PRINCIPLES OF MICROECONOMICS",3,TU,13:50,16:20,KTB 201,ASSOC.PROF.BOONTHAM; ASSOC.PROF.DR.WANNAPHONG,29-10-25,A
ECO1122,"(ECO1102,ECO112) PRINCIPLES OF",3,M,11:30,13:20,VPB 401,ASST.PROF.DR.KWAN; ASST.PROF.JINTANA,19-10-25,A
ECO1123,INTRODUCTORY MATHEMATICS AND STATISTICS,3,TU,9:30,11:20,ECB2 302,,22-10-25,B
ECO2101,MICROECONOMICS 2,3,TU,9:30,11:20,ECB2 303,ASST.PROF.DR.KWAN,28-10-25,B
ECO2102,MACROECONOMICS 2,3,TU,11:30,13:20,ECB2 401,ASST.PROF.AKKANEE,21-10-25,B
ECO2104,HISTORY OF ECONOMIC THOUGHT,3,TU,11:30,13:20,ECB2 301,,24-10-25,A
ECO2105,MATHEMATICS FOR ECONOMISTS,3,TH,9:30,11:20,ECB2 302,,16-10-25,B
ECO2106,STATISTICS FOR ECONOMISTS,3,W,9:30,11:20,ECB2 304,ASST.PROF.THANYARAT,27-10-25,B
ECO2108,(EC218 OR EC318) ECONOMICS RESEARCH,3,TH,13:30,15:20,ECB2 301,ASSOC.PROF.BOONTHAM; ASST.PROF.DR.VANIDA,18-10-25,B
ECO2109,ANALYSIS OF THE THAI ECONOMY,3,M,9:30,11:20,ECB2 302,,16-10-25,A
ECO2121,"(ECO2101,EC211) MICROECONOMIC THEORY 1",3,TU,9:30,11:20,ECB2 303,ASST.PROF.DR.KWAN,28-10-25,B
ECO2122,"(ECO2102,EC212) MACROECONOMIC THEORY 1",3,TU,11:30,13:20,ECB2 401,ASST.PROF.AKKANEE,21-10-25,B
ECO2123,MiCROECONOMIC THEORY 2,3,W,11:30,13:20,ECB2 302,,15-10-25,A
ECO2124,MACROECONOMIC THEORY 2,3,TU,9:30,11:20,ECB2 305,ASST.PROF.DR.TIRNUD,22-10-25,A
ECO2125,"(ECO2105,EC215)MATHEMATICS FOR ECONOMICS",3,TH,9:30,11:20,ECB2 302,,16-10-25,B
ECO2126,"(ECO2106,EC216)STATISTICS FOR ECONOMICS",3,W,9:30,11:20,ECB2 304,ASST.PROF.THANYARAT,27-10-25,B
ECO2127,"(ECO2104,EC214)HISTORY OF ECONOMIC THOUGHT",3,TU,11:30,13:20,ECB2 301,,24-10-25,A
ECO2128,"(ECO2108,EC218)RESEARCH METHODOLOGY IN",3,TH,13:30,15:20,ECB2 301,ASSOC.PROF.BOONTHAM; ASST.PROF.DR.VANIDA,18-10-25,B
ECO2129,"(ECO2109,EC219)THAI ECONOMY",3,M,9:30,11:20,ECB2 302,,16-10-25,A
ECO2130,ENGLISH FOR ECONOMICS,3,TU,9:30,11:20,ECB2 301,DR.APIVEE,27-10-25,A
ECO3101,MICROECONOMICS 3,3,W,13:30,15:20,ECB2 302,,,
ECO3102,MACROECONOMICS 3,3,TU,13:30,15:20,ECB2 302,,,
ECO3121,"(ECO3101,EC311)ADVANCED MICROECONOMICS",3,W,13:30,15:20,ECB2 302,,,
ECO3122,"(ECO3102,EC312)ADVANCED MACROECONOMICS",3,TU,13:30,15:20,ECB2 302,,,
ECO3123,"(ECO3707,EC377)INTRODUCTORY ECONOMETRICS",3,W,13:30,15:20,ECB2 304,ASST.PROF.THANYARAT,,
ECO3200,INDUSTRIAL ECONOMICS,3,W,9:30,11:20,ECB2 301,,21-10-25,A
ECO3201,BUSINESS ECONOMICS,3,TU,13:30,15:20,ECB2 301,,,
ECO3203,ECONOMICS OF TECHNOLOGY,3,W,13:30,15:20,ECB2 301,,,
ECO3209,ECONOMICS OF INDUSTRIAL MARKETING,3,TH,9:30,11:20,ECB2 301,,,
ECO3220,"(ECO3200,EC320)INTRODUCTION TO INDUSTRIAL",3,W,9:30,11:20,ECB2 301,,21-10-25,A
ECO3221,"(ECO3201,EC321) BUSINESS ECONOMICS",3,TU,13:30,15:20,ECB2 301,,,
ECO3222,INDUSTRIAL ORGANIZATION,3,TH,11:30,13:20,ECB2 303,,,
