course_code,course_name,credits,day,start_time,end_time,room,lecturer,exam_date,exam_session
POL3182,THAI LEGISLATIVE PROCESS AND,3,M,15:30,17:20,SB513,DR.NUNTHAPHAAT,19-10-25,A
POL3210,(PS 231) DIPLOMACY,3,TU,9:30,11:20,SWB 603,DR.KESAREE; ASST.PROF.PHIMOL,22-10-25,A
POL3211,(PS 337) FOREIGN POLICY-MAKING PROCESS OF THE,3,TU,15:30,17:20,SB 511,,16-10-25,B
POL3212,(PS 338) ROLES OF THE MAJOR POWERS IN WORLD,3,M,15:30,17:20,SBB 310,ASST.PROF.ANCHALEE,27-10-25,A
POL3213,(PS 439) COMPARATIVE FOREIGN POLICIES,3,TU,11:30,13:20,SB507,,24-10-25,A
POL3214,NON-MAINSTREAM INTERNATIONAL RELATIONS,3,M,13:30,15:20,SB512,DR.KITTIPOS,18-10-25,A
POL3228,(PS 321) REGIONAL INTERNATIONAL,3,W,13:30,15:20,SB 510,ASSOC.PROF.SOAVAPA; ASST.PROF.DR.KATSAMAPORN,22-10-25,A
POL3246,(PS 317) INTERNATIONAL ECONOMIC RELATIONS,3,M,11:30,13:20,SB507,ASSOC.PROF.DR.CHAKKRI,27-10-25,B
POL3282,ISLAM IN WORLD POLITICS,3,M,11:30,13:20,SB 510,,17-10-25,A
POL3300,(PA 260) FISCAL ADMINISTRATION,3,W,11:30,13:20,SBB 201,ASST.PROF.DR.PAKARANG; ASSOC.PROF.PONGSAN S.; ASST.PROF.DR.KRIANGCHAI,16-10-25,A
POL3301,(PA 270) PUBLIC POLICY,3,TU,13:30,15:20,VPB 401,ASSOC.PROF.DR.PRACHAYA; ASST.PROF.DR.PAKARANG; DR.KESAREE,26-10-25,B
POL3302,(PA 280)PUBLIC PLANNING,3,M,13:30,15:20,VPB 401,DR.SAKONRAT,21-10-25,B
POL3310,(PA 311) COMPARATIVE PUBLIC ADMINISTRATION,3,M,13:30,15:20,SBB 401,ASSOC.PROF.DR.RAVIPA,18-10-25,B
POL3311,(PA 312) POLITICS AND THE BUREAUCRACY,3,M,15:30,17:20,VPB 201,ASSOC.PROF.DR.PRACHAYA; ASSOC.PROF.DR.VITHAYA J.,19-10-25,A
POL3312,(PA 313) BUREAUCRATIC DEVELOPMENT,3,M,9:30,11:20,VKB 401,DR.SAKONRAT; ASSOC.PROF.DR.VARATCHAYA,16-10-25,A
POL3313,(PA 323) DEVELOPMENT ADMINISTRATION,3,W,15:30,17:20,VKB 501,ASSOC.PROF.DR.RAVIPA,29-10-25,A
POL3314,(PA 330) URBAN ADMINISTRATION,3,W,11:30,13:20,VPB 302,,28-10-25,A
POL3315,(PA 331) REGIONAL AGENCIES ADMINISTRATION,3,W,13:30,15:20,VPB 201,DR.KESAREE,15-10-25,A
POL3316,(PA 333) PUBLIC ENTERPRISE ADMINISTRATION,3,M,11:30,13:20,VPB 301,ASST.PROF.DR.PEERAPONG,20-10-25,B
POL3318,(PA 431) PUBLIC HEALTH ADMINISTRATION,3,M,15:30,17:20,SBB 201,DR.KESAREE,27-10-25,A
POL3328,(PA 340) HUMAN RESOURCE PLANNING IN THE,3,TH,11:30,13:20,SBB 501,ASSOC.PROF.DR.PRACHAYA,17-10-25,B
POL3330,(PA 452) HUMAN RESOURCE DEVELOPMENT IN,3,F,11:30,13:20,SB 511,ASSOC.PROF.DR.PRACHAYA,21-10-25,A
POL3364,(PA 261) PUBLIC BUDGETING PROCESS,3,W,15:30,17:20,SBB 301,ASST.PROF.DR.PAKARANG,18-10-25,A
POL3365,TAX POLICY AND ADMINISTRATION,3,M,11:30,13:20,SB512,ASST.PROF.DR.PAKARANG,17-10-25,A
POL3366,(PA 460) LOCAL FINANCE ADMINISTRATION,3,TU,15:30,17:20,VPB 501,DR.KESAREE; ASSOC.PROF.DR.VITHAYA J.,27-10-25,B
POL3382,(PA 332)LOCAL ADMINISTRATION,3,TH,11:30,13:20,VPB 302,ASSOC.PROF.PONGSAN S.; ASSOC.PROF.DR.PIYANUSH,29-10-25,B
POL4100,(PS 420) PRINCIPLES AND RESEARCH,3,TH,11:30,13:20,VPB 401,ASST.PROF.PIYAPHOB; DR.PREECHAYA; ASST.PROF.DR.WIRAYUT,17-10-25,B
POL4110,(PS 417) INTELLECTUALS AND POLITICS,3,M,11:30,13:20,SWB 603,ASSOC.PROF.DR.SUPHACHAI; ASST.PROF.DR.CHYATAT,20-10-25,A
POL4111,(PS 472) POLITICAL THOUGHTS OF ANCIENT CHINA,3,M,13:30,15:20,SKB502,ASSOC.PROF.DR.SIRILUCKSM; ASST.PROF.DR.WILASINEE,26-10-25,B
POL4113,POLITICS AND CONTEMPORARY RELIGIONS,3,W,11:30,13:20,SB512,ASSOC.PROF.DR.MUHAMMAD,28-10-25,B
POL4115,POLITICAL IDEOLOGIES THAT CHANGING THE,3,M,9:30,11:20,SB512,ASSOC.PROF.DR.SUPHACHAI,27-10-25,A
POL4118,POLITICS AND LITERATURE,3,M,15:30,17:20,SB 511,ASST.PROF.DR.KAN,,
POL4119,POLITICAL THEORIES IN FILMS,3,W,11:30,13:20,BPB302,,29-10-25,B
POL4128,(PS 403) POLITICAL BEHAVIOR,3,W,9:30,11:20,SB 511,ASSOC.PROF.DR.SUPATRA,29-10-25,A
POL4133,DEVELOPMENT AND POLITICAL CHANGE,3,W,15:30,17:20,SBB 307,DR.CHATCHAPHANU,24-10-25,B
POL4164,COMPARATIVE PARLIAMENTARY SYSTEMS,3,W,7:30,9:20,SB 511,ASST.PROF.DR.PUNNADA,28-10-25,A
POL4165,POLITICS AND LAND MANAGEMENT,3,M,11:30,13:20,SB513,ASSOC.PROF.DR.NATTAPONG,17-10-25,A
POL4168,POLITICS IN MALAYSIA,3,TH,11:30,13:20,SB508,ASST.PROF.DR.NIPON,29-10-25,B
POL4182,(PS 393) TRANSITION TO DEMOCRACY,3,W,7:30,9:20,SB512,,15-10-25,B
POL4184,(PS 419) POLICE CRIMINAL JUSTICE,3,TU,11:30,13:20,SB 510,ASSOC.PROF.DR.VITHAYA J.,26-10-25,B
POL4185,(PS 435) RESEARCH IN LOCAL POLITICS,3,M,9:30,11:20,SB513,ASST.PROF.DR.WEENA,,
POL4187,(PS 475) READINGS THE POLITICS IN FOREIGN,3,W,11:30,13:20,SB508,ASSOC.PROF.SOAVAPA; ASST.PROF.DR.KATSAMAPORN,26-10-25,A
POL4188,(PS 490) SEMINAR ON POLITICS AND GOVERNMENT,3,W,7:30,9:20,SB 510,ASST.PROF.DR.KRIANGCHAI,,
POL4189,(PS 492) POLITICS AND ARTS,3,W,15:30,17:20,SBB 302,ASST.PROF.DR.PHERMSAK,,
POL4192,PEACE AND CONFLICT RESOLUTION STUDIES,3,TH,13:30,15:20,SBB 301,,18-10-25,B
POL4193,POLITICS AND BUSINESS,3,TU,11:30,13:20,SB 511,ASSOC.PROF.DR.CHAKKRI; à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª60....à¹€à¸›à¹‡à¸™à¸•à¹‰à¸™à¹„à¸›à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,27-10-25,B
POL4194,THE MILITARY AND POLITICS,3,TH,13:30,15:20,SKB502,ASST.PROF.PIYAPHOB; ASSOC.PROF.DR.SUPHACHAI,24-10-25,B
POL4195,GENDER IN POLITICS,3,W,11:30,13:20,SB507,DR.PREECHAYA,15-10-25,A
POL4197,INTEGRITY AND TRANSPARENCY ASSESSMENT,3,TU,7:30,9:20,SB512,ASST.PROF.DR.PUNNADA,21-10-25,A
POL4198,POLITICAL EMOTIONS,3,M,15:30,17:20,SB512,ASST.PROF.DR.PAD,19-10-25,A
POL4210,(PS 498) READINGS THE INTERNATIONAL,3,TH,9:30,11:20,SB 510,ASST.PROF.SATIN; DR.WUTTHIPOL,16-10-25,B
POL4211,CHINESE FOREIGN POLICY,3,M,9:30,11:20,SB509,ASST.PROF.DR.WILASINEE,16-10-25,A
POL4213,THE ROLE OF THAILAND AND WORLD POLITICS IN,3,TH,9:30,11:20,SB509,,18-10-25,A
POL4229,(PS 343) INTERNATIONAL POLITICS IN AFRICA,3,TU,13:30,15:20,SBB 401,PROF.DR.WARAPORN,25-10-25,B
POL4231,(PS 373) INTERNATIONAL POLITICS IN NORTHERN,3,W,11:30,13:20,SBB 303,DR.KESAREE; ASST.PROF.PHIMOL,22-10-25,B
POL4236,(PS 434) INTERNATIONAL POLITICS IN THE,3,M,11:30,13:20,SWB 705,ASSOC.PROF.DR.TIPPARAT,20-10-25,A
POL4237,(PS 437) INTERNATIONAL POLITICS IN SOUTHEAST,3,TU,11:30,13:20,TCB 603,ASST.PROF.ANCHALEE,24-10-25,A
POL4238,(PS 446) INTERNATIONAL POLITICS IN EAST ASIA,3,W,15:30,17:20,SB 511,ASST.PROF.SATIN; ASSOC.PROF.DR.SIRILUCKSM,25-10-25,B
POL4240,INTERNATIONAL POLITICS IN CENTRAL ASIA,3,F,9:30,11:20,SB512,ASST.PROF.DR.KRISSADA,22-10-25,B
POL4246,SEMINAR IN INTERNATIONAL POLITICAL,3,W,9:30,11:20,SB 510,,,
POL4247,SEMINAR IN COMPETITION AND,3,TH,13:30,15:20,SB512,DR.WUTTHIPOL; ASST.PROF.DR.CHYATAT,,
POL4253,RESPONSIBILITY TO PROTECT AND THE NEW,3,W,13:30,15:20,SB512,DR.KITTIPOS,26-10-25,A
POL4254,CHINA IN WORLD POLITICS,3,TH,15:30,17:20,SB 511,DR.KITTIPOS,19-10-25,B
POL4255,GENDER IN INTERNATIONAL RELATIONS,3,W,15:30,17:20,SB512,DR.PREECHAYA,28-10-25,B
POL4264,"(PS 325) ARMS RACE, ARMS CONTROL AND",3,TU,13:30,15:20,SB512,DR.KITTIPOS,25-10-25,A
POL4265,SEMINAR ON CHINAâ€™S STRATEGY AND,3,TU,11:30,13:20,BPB302,ASST.PROF.DR.WILASINEE; ASST.PROF.NIMID,,
POL4283,(PS 440) POLITICAL COMMUNICATION AND,3,TU,7:30,9:20,SB 511,DR.WUTTHIPOL,21-10-25,A
POL4284,(PS 491) SEMINAR ON INTERNATIONAL POLITICS,3,TH,9:30,11:20,SB 511,ASSOC.PROF.DR.TIPPARAT; ASSOC.PROF.SOAVAPA,,
POL4285,(PS 494) CURRENT EVENT IN INTERNATIONAL,3,TH,13:30,15:20,SB 510,ASST.PROF.SATIN; ASST.PROF.DR.WILASINEE,18-10-25,B
POL4286,SEMINAR IN TOPIC STUDIES IN,3,TU,7:30,9:20,SB 510,ASSOC.PROF.DR.TIPPARAT; ASST.PROF.SATIN,,
POL4310,(PA 310) ORGANIZATIONAL BEHAVIOR,3,TH,9:30,11:20,BPB305,ASST.PROF.DR.WIRAYUT,16-10-25,B
POL4311,(PA 320) ADMINISTRATIVE COMMUNICATION IN THE,3,TH,15:30,17:20,SB509,ASST.PROF.DR.WIRAYUT,19-10-25,B
POL4312,(PA 321) ADMINISTRATIVE TECHNOLOGY,3,M,13:30,15:20,SKB501,ASST.PROF.DR.WIRAYUT; ASSOC.PROF.DR.RATTHASIRIN,18-10-25,A
POL4319,(PA 419) SEMINAR ON ORGANIZATIONAL,3,M,13:30,15:20,SB 511,ASST.PROF.DR.WEENA,,
POL4321,(PA 421) CONTEMPORARY ADMINISTRATION,3,TU,11:30,13:20,VKB 501,DR.KESAREE,21-10-25,B
POL4322,(PA 422) PROBLEMS IN PUBLIC ADMINISTRATION,3,TU,11:30,13:20,BPB305,ASST.PROF.DR.TEERAPON,24-10-25,A
POL4324,(PA 490) INTERNSHIP IN PUBLIC ADMINISTRATION,3,W,11:30,13:20,SB513,DR.SAKONRAT,,
POL4332,INNOVATION IN HUMAN RESOURCE,3,W,13:30,15:20,SB 511,ASSOC.PROF.DR.RAVIPA,25-10-25,B
POL4335,SEMINAR ON ORGANIZATION AND,3,TH,9:30,11:20,SB512,ASST.PROF.DR.TEERAPON,16-10-25,B
POL4347,(PA 371) POLICY IMPLEMENTATION,3,TH,9:30,11:20,SB513,ASSOC.PROF.DR.PRACHAYA,20-10-25,B
POL4348,(PA 380) PROGRAM FORMULATION AND APPRAISAL,3,TH,9:30,11:20,BPB301,ASST.PROF.DR.SIRIRUK,26-10-25,A
POL4349,(PA 381) PROGRAM MANAGEMENT IN THE PUBLIC,3,W,11:30,13:20,VPB 402,ASSOC.PROF.DR.PRACHAYA; ASST.PROF.DR.SIRIRUK,15-10-25,A
POL4350,(PA 382) PROGRAM EVALUATION IN THE PUBLIC,3,TH,15:30,17:20,VPB 402,ASSOC.PROF.PONGSAN S.; ASSOC.PROF.DR.PIYANUSH,19-10-25,B
POL4354,POLICY-MAKING AND ANALYTICAL,3,TH,11:30,13:20,SB509,ASST.PROF.DR.SIRIRUK,29-10-25,A
POL4359,CONFLICT MANAGEMENT IN PUBLIC SECTOR,3,W,13:30,15:20,SB513,ASSOC.PROF.DR.NITHITA,21-10-25,A
POL4364,(PA 469) SEMINAR ON PUBLIC FINANCE,3,M,7:30,9:20,SB509,ASST.PROF.DR.PAKARANG,,
POL4382,ETHICS FOR LOCAL GOVERNMENT,3,TU,13:30,15:20,SB 511,,20-10-25,A
POL4383,ROLE OF LOCAL GOVERNMENT FOR,3,TU,9:30,11:20,VPB 301,ASST.PROF.DR.PEERAPONG,22-10-25,B
POL4384,LOCAL ADMINISTRATION AND THAI,3,M,15:30,17:20,VPB 301,ASST.PROF.DR.PEERAPONG,19-10-25,A
POL4386,HUMAN CAPITAL DEVELOPMENT FOR,3,TU,13:30,15:20,SB513,ASSOC.PROF.DR.NITHITA,25-10-25,A
POL4387,CONFLICT MANAGEMENT IN LOCAL,3,W,9:30,11:20,TCB 506,ASSOC.PROF.DR.NITHITA,15-10-25,B
PSY1001,GENERAL PSYCHOLOGY,3,TH,9:30,11:20,KLB 401,ASSOC.PROF.DR.MANIKA; ASSOC.PROF.DR.PRACHAYA; ASST.PROF.DR.UMAPORN,24-10-25,B
PSY1002,INTRODUCTION TO PSYCHOLOGY,3,TU,13:30,15:20,NCB 601,ASST.PROF.DR.NUCHCHAMON,20-10-25,B
PSY2001,PSYCHOLOGY OF LEARNING,3,M,13:30,15:20,NCB 204,ASST.PROF.DR.PIYAPONG,20-10-25,A
PSY2001,PSYCHOLOGY OF LEARNING,3,M,15:30,17:20,NCB 204,ASST.PROF.DR.PIYAPONG; ASST.PROF.DR.PIYAPONG,20-10-25,A
PSY2002,PSYCHOLOGY OF PERSONALITY AND,3,W,7:30,9:20,SCB102,ASST.PROF.NONTIMA,28-10-25,A
PSY2003,THEORIES OF GROUP DYNAMICS,2,TU,9:30,11:20,NCB 204,,22-10-25,B
PSY2004,EXPERIENCES OF GROUP DYNAMICS,1,M,9:30,11:20,TCB 703,DR.LALITA,,
PSY2005,INTRODUCTION TO SOCIAL PSYCHOLOGY,3,TU,13:30,15:20,VKB 401,DR.RUNGSIMA,19-10-25,B
PSY2006,DEVELOPMENTAL PSYCHOLOGY,3,M,9:30,11:20,VKB 301,ASST.PROF.DR.UMAPORN,16-10-25,A
PSY2007,PHYSIOLOGICAL PSYCHOLOGY,3,TU,7:30,9:20,NCB 601,ASST.PROF.DR.PHURIDED,27-10-25,B
PSY2007,PHYSIOLOGICAL PSYCHOLOGY,3,TU,9:30,11:20,NCB 601,ASST.PROF.DR.PHURIDED; ASST.PROF.DR.PHURIDED,27-10-25,B
PSY2008,INTRODUCTION TO QUANTITATIVE,3,M,7:30,9:20,NCB 101,DR.KANNIKAR,15-10-25,A
PSY2009,THEORIES AND PRACTICE OF GROUP DYNAMICS,3,TU,9:30,11:20,NCB 204,,22-10-25,B
PSY2010,ENGLISH FOR PHYCHOLOGIST,3,TU,11:30,13:20,NCB 101,ASSOC.PROF.DR.MANIKA,21-10-25,B
PSY2201,INTRODUCTION TO GUIDANCE AND,3,F,7:30,9:20,NCB 204,ASST.PROF.DR.PHITSARAN,21-10-25,B
PSY2202,TECHNIQUES IN GUIDANCE,3,TU,13:30,15:20,SCB101,ASST.PROF.DR.PHURIDED,25-10-25,A
PSY2204,FAMILY PSYCHOLOGY,3,F,13:30,15:20,NCB 204,ASST.PROF.DR.PHITSARAN,17-10-25,B
PSY2301,INTRODUCTION TO COMMUNITY,3,F,13:30,15:20,NCB 203,,25-10-25,B
PSY2401,INTRODUCTION TO INDUSTRIAL AND,3,W,15:30,17:20,SBB 306,DR.RUNGSIMA,29-10-25,B
PSY2402,MANAGERIAL PERSONNEL PSYCHOLOGY,3,TU,9:30,11:20,TCB 605,ASST.PROF.DR.NUCHCHAMON,22-10-25,A
PSY2403,WORK BEHAVIOR AND SOCIAL VALUE IN,3,F,13:30,15:20,SCB403,DR.LALITA,26-10-25,B
PSY2404,LEADERSHIP BEHAVIOR,3,W,9:30,11:20,NCB 203,ASST.PROF.DR.NUCHCHAMON,29-10-25,A
PSY2406,SERVICE PSYCHOLOGY AND INTERACTION,3,TU,9:30,11:20,NCB 203,ASSOC.PROF.DR.PRACHAYA,26-10-25,A
PSY2503,ADOLESCENCE PSYCHOLOGY,3,TU,11:30,13:20,NCB 204,DR.KANNIKAR,24-10-25,A
PSY2504,PSYCHOLOGY OF ADULTHOOD AND AGEING,3,M,11:30,13:20,NCB 203,,25-10-25,B
PSY2901,DEVELOPMENTAL PSYCHOLOGY FOR,3,W,9:30,11:20,SCB401,ASST.PROF.DR.PHURIDED,24-10-25,B
PSY2902,PSYCHOLOGY FOR TEACHER,3,W,11:30,13:20,TCB 606,DR.PAKAWAN,18-10-25,B
PSY3001,PSYCHOLOGY OF PERCEPTION AND,3,W,11:30,13:20,NCB 204,ASSOC.PROF.DR.MANIKA,20-10-25,B
PSY3002,PSYCHOLOGICAL TEST AND MEASUREMENT,3,W,7:30,9:20,NCB 204,,28-10-25,B
PSY3003,METHODS IN PSYCHOLOGICAL RESEARCH,3,W,7:30,9:20,NCB 203,DR.LALITA,28-10-25,A
PSY3004,INTRODUCTION TO EXPERIMENTAL,3,TH,7:30,9:20,NCB 204,ASST.PROF.DR.PHITSARAN,15-10-25,B
PSY3004,INTRODUCTION TO EXPERIMENTAL,3,TH,9:30,11:20,NCB 204,ASST.PROF.DR.PHITSARAN; ASST.PROF.DR.PHITSARAN,15-10-25,B
PSY3005,DIFFERENTIAL PSYCHOLOGY,3,TU,13:30,15:20,NCB 203,ASSOC.PROF.DR.PRACHAYA,19-10-25,B
PSY3201,USE OF TESTS IN GUIDANCE AND,3,TU,11:30,13:20,NCB 203,DR.PAKAWAN,24-10-25,B
PSY3202,FOUNDATIONS OF COUNSELING,3,M,13:30,15:20,VPB 302,ASST.PROF.DR.UMAPORN,18-10-25,A
PSY3203,TECHNIQUES IN CAREER PLANNING AND,3,M,13:30,15:20,NCB 203,DR.KANNIKAR,28-10-25,A
PSY3204,EDUCATIONAL PSYCHOLOGY,3,TU,9:30,11:20,SKB503,ASST.PROF.DR.UMAPORN,22-10-25,A
PSY3205,BASIC TECHNIQUES FOR INTERVIEW,3,TH,13:30,15:20,NCB 203,,,
PSY3210,INTRODUCTION TO PSYCHOLOGICAL,3,F,15:30,17:20,NCB 204,ASST.PROF.DR.PHITSARAN,26-10-25,B
PSY3213,GROUP COUNSELING,3,W,15:30,17:20,NCB 601,DR.KANNIKAR,,
PSY3214,PSYCHOLOGY OF CHILD AND ADOLESCENCE,3,W,9:30,11:20,NCB 204,,29-10-25,A
PSY3217,BASIC SKILLS AND TECHNIQUES COUNSELING IN,3,F,9:30,11:20,NCB 204,ASST.PROF.DR.PHITSARAN; ASST.PROF.DR.UMAPORN; DR.PAKAWAN; ASST.PROF.DR.PHURIDED; DR.KANNIKAR,,
PSY3301,PSYCHOLOGY OF PERSONALITY,3,TH,7:30,9:20,NCB 203,ASST.PROF.DR.PIYAPONG,15-10-25,B
PSY3302,INTRODUCTION TO CLINICAL PSYCHOLOGY,3,TH,11:30,13:20,NCB 203,ASSOC.PROF.DR.MANIKA,17-10-25,B
PSY3303,PSYCHOPATHOLOGY,3,TU,7:30,9:20,NCB 203,ASST.PROF.NONTIMA,21-10-25,A
PSY3304,ABNORMAL PSYCHOLOGY,3,W,13:30,15:20,NCB 204,ASST.PROF.DR.PHURIDED,26-10-25,A
PSY3305,DRUG DEPENDENCE,3,TU,13:30,15:20,TCB 605,,25-10-25,A
PSY3307,COMMUNITY MENTAL HEALTH,3,M,11:30,13:20,NCB 204,ASSOC.PROF.DR.MANIKA,17-10-25,A
PSY3309,PSYCHOTHERAPY,3,S,9:30,11:20,NCB 204,,29-10-25,B
PSY3311,"PROFESSIONAL ETHICS, MORALS, AND LEGAL FOR",3,TH,11:30,13:20,NCB 204,ASST.PROF.DR.PIYAPONG,17-10-25,B
PSY3405,PSYCHOLOGY AT WORK,3,M,13:30,15:20,TCB 603,DR.LALITA,18-10-25,A
PSY3407,CAREER DEVELOPMENT IN INDUSTRIAL AND,3,M,11:30,13:20,TCB 506,DR.LALITA; à¸ªà¸³à¸«à¸£à¸±à¸šà¸™.à¸¨. à¸£à¸«à¸±à¸ª 61 à¹€à¸›à¹‡à¸™à¸•à¹‰à¸™à¹„à¸›à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,17-10-25,A
PSY3408,PSYCHOLOGY FOR BEHAVIOR MODIFICATION IN,3,TH,9:30,11:20,NCB 203,ASST.PROF.DR.NUCHCHAMON; DR.LALITA,16-10-25,B
PSY4001,SYSTEMS AND THEORIES IN PSYCHOLOGY,3,TU,7:30,9:20,NCB 204,DR.PAKAWAN,21-10-25,A
PSY4201,TECHNIQUES AND PRACTICUM IN,3,W,15:30,17:20,NCB 204,DR.PAKAWAN,,
PSY4202,BEHAVIOR MODIFICATION,3,TU,13:30,15:20,NCB 204,ASST.PROF.DR.UMAPORN,29-10-25,B
PSY4301,PSYCHODIAGNOSIS FOR INTELLIGENCE,3,M,7:30,9:20,NCB 204,ASST.PROF.DR.PIYAPONG,,
PSY4301,PSYCHODIAGNOSIS FOR INTELLIGENCE,3,M,9:30,11:20,NCB 204,ASST.PROF.DR.PIYAPONG,,
PSY4302,PSYCHODIAGNOSIS FOR PERSONALITY,3,W,11:30,13:20,NCB 203,ASST.PROF.NONTIMA,,
PSY4302,PSYCHODIAGNOSIS FOR PERSONALITY,3,W,13:30,15:20,NCB 203,ASST.PROF.NONTIMA,,
PSY4398,SEMINAR IN CLINICAL AND COMMUNITY,3,W,15:30,17:20,NCB 203,ASST.PROF.NONTIMA,,
PSY4401,PSYCHOLOGICAL TESTING AND,3,W,13:30,15:20,TCB 506,ASST.PROF.DR.NUCHCHAMON,18-10-25,B
PSY4405,RESEARCH AND DEVELOPMENT FOR,3,W,11:30,13:20,SBB 306,DR.RUNGSIMA,27-10-25,A
PSY4497,INDIVIDUAL RESEARCH IN INDUSTRIAL,3,F,9:30,11:20,SBB 309,DR.RUNGSIMA; ASSOC.PROF.DR.PRACHAYA; ASST.PROF.DR.NUCHCHAMON; DR.LALITA,,
PSY4498,SEMINAR AND FIELD TRIP IN INDUSTRIAL,3,TU,15:30,17:20,NCB 203,DR.RUNGSIMA; ASSOC.PROF.DR.PRACHAYA,,
RAM1000,KNOWLEDGE AND MORALITY,3,F,9:30,11:20,KLB 201,ASSOC.PROF.DR.KRISDA,29-10-25,B
RAM1101,THAI LANGUAGE SKILLS,3,TU,11:10,13:40,KTB 401,ASST.PROF.DR.NATTAWAN; ASST.PROF.PORNTHIP; ASST.PROF.DR.SUPATRA; ASST.PROF.THANACHOT; DR.WARISARA,21-10-25,A
RAM1102,THAI FOR PRESENTATIONS,3,W,11:10,13:40,KTB 501,,15-10-25,B
RAM1103,THAI FOR COMMUNICATION AT WORK,3,M,11:10,13:40,PBB 501,ASST.PROF.DR.SORATEE; DR.PATTANADET; ASST.PROF.DR.TANIKAN,24-10-25,A
RAM1111,ENGLISH IN DAILY LIFE,3,M,8:30,11:00,KTB 201,ASST.PROF.TIPPA-U-SA; ASST.PROF.VARASTANAN; ASSOC.PROF.EM-ORN; DR.KAEOKALLAYA,26-10-25,A
RAM1112,ENGLISH LANGUAGE AND CULTURE,3,TU,11:10,13:40,PBB 501,ASST.PROF.DR.THITIRAT; ASST.PROF.SURIYONG,16-10-25,A
RAM1113,CHINESE LANGUAGE AND CULTURE,3,W,8:30,11:00,PBB 201,ASST.PROF.DR.NOPHATORN; ASST.PROF.DR.SIRIKAMOL; ASSOC.PROF.JIA QING,20-10-25,A
RAM1114,JAPANESE LANGUAGE AND CULTURE,3,F,11:10,13:40,SK 1401,ASST.PROF.DR.PREEDA; ASST.PROF.DUSITA; DR.ROYKAEW,17-10-25,A
RAM1115,KOREAN LANGUAGE AND CULTURE,3,W,8:30,11:00,KTB 201,ASST.PROF.BOONMA,16-10-25,A
RAM1116,MALAY LANGUAGE AND CULTURE,3,W,13:50,16:20,SK 1601,,24-10-25,A
RAM1117,MYANMAR LANGUAGE AND CULTURE,3,TH,13:50,16:20,SK 1601,,28-10-25,B
RAM1118,KHMER LANGUAGE AND CULTURE,3,W,8:30,11:00,SK 1603,,28-10-25,A
RAM1119,VIETNAMESE LANGUAGE AND CULTURE,3,TU,8:30,11:00,SK 1604,ASST.PROF.DR.PATTHIDA,29-10-25,B
RAM1121,LAOTIAN LANGUAGE AND CULTURE,3,W,13:50,16:20,PBB 501,,17-10-25,B
RAM1122,ARABIC LANGUAGE AND CULTURE,3,F,13:50,16:20,SK 1401,ASST.PROF.DR.SOMCHAI; ASST.PROF.DR.DULYAWIT,17-10-25,A
RAM1124,FRENCH LANGUAGE AND CULTURE,3,M,8:30,11:00,SK 1401,ASST.PROF.DEMEE,24-10-25,A
RAM1125,GERMAN LANGUAGE AND CULTURE,3,M,8:30,11:00,SK 1402,PROF.DR.PRAPAWADEE; DR.PATCHARIN,25-10-25,A
RAM1126,SPANISH LANGUAGE AND CULTURE,3,TU,11:10,13:40,SK 1603,ASST.PROF.RATHAPORN; ASST.PROF.DR.PRAIRIN,20-10-25,A
RAM1127,RUSSIAN LANGUAGE AND CULTURE,3,W,8:30,11:00,SK 1402,ASST.PROF.DR.SRIVARA; ASST.PROF.PALIT,17-10-25,A
RAM1128,GREEK LANGUAGE AND CULTURE,3,F,8:30,11:00,SK 1603,ASST.PROF.KUMPANAT,25-10-25,B
RAM1131,DIGITAL LITERACY,3,F,11:10,13:40,KTB 201,ASST.PROF.DR.SATHIT; ASST.PROF.DR.ATCHARA; ASST.PROF.DR.CHADAPORN; ASST.PROF.CHATREE,16-10-25,B
RAM1132,INFORMATION LITERACY,3,F,8:30,11:00,SK 1602,ASST.PROF.DR.PORNCHITA; ASST.PROF.SIRINGAM; ASST.PROF.DR.SUNUNTHAR,20-10-25,A
RAM1141,SCIENCE OF PERSONALITY,3,TH,13:50,16:20,KTB 401,DR.RUNGSIMA; ASST.PROF.DR.PHITSARAN; ASST.PROF.DR.NUCHCHAMON; ASST.PROF.DR.PHURIDED; DR.LALITA,17-10-25,A
RAM1142,QUALITY OF LIFE AND SOCIETY DEVELOPMENT,3,F,8:30,11:00,KTB 401,ASSOC.PROF.DR.MANIKA; ASST.PROF.DR.KASEM; ASST.PROF.DR.CHANAWONG; ASST.PROF.ANGELA; ASST.PROF.DR.PIYAPONG; DR.PHAKAMAS; ASST.PROF.DR.PAKAPON; DR.SAROJ; DR.DANAI; ASST.PROF.SUNAREE,18-10-25,A
RAM1201,CREATIVITY FOR INNOVATION DEVELOPMENT,3,F,8:30,11:00,KTB 201,ASST.PROF.DR.PEERAPAT; DR.USA; ASST.PROF.DR.KIATTICHAI; ASST.PROF.DR.TIRNUD; ASST.PROF.DR.NANNAPASORN,25-10-25,A
